[2m2022-05-25 07:32:33.000[0;39m [33m WARN[0;39m [35m20164[0;39m [2m---[0;39m [2m[l-3 housekeeper][0;39m [36mcom.zaxxer.hikari.pool.HikariPool       [0;39m [2m:[0;39m HikariPool-3 - Thread starvation or clock leap detected (housekeeper delta=8h7m19s321ms954µs300ns).
2022-05-25 11:21:34.287  INFO 21000 --- [           main] .b.t.c.SpringBootTestContextBootstrapper : Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2022-05-25 11:21:34.287  INFO 21000 --- [           main] .b.t.c.SpringBootTestContextBootstrapper : Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@68a5aadd, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@1c2096c6, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@1a89414e, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@17f8db6, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@44492c06, org.springframework.test.context.support.DirtiesContextTestExecutionListener@5c4714ef, org.springframework.test.context.transaction.TransactionalTestExecutionListener@c94bd18, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@71fb8301, org.springframework.test.context.event.EventPublishingTestExecutionListener@7cdfa824, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@18db3b3c, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@318e3942, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@1c4057f9, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@1ddf42dd, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@5c1c9881, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@1c18ee69]
2022-05-25 11:21:34.387  INFO 21000 --- [           main] .b.t.c.SpringBootTestContextBootstrapper : Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.ssafy.vue.Ws04272ApplicationTests], using SpringBootContextLoader
2022-05-25 11:21:34.387  INFO 21000 --- [           main] o.s.t.c.support.AbstractContextLoader    : Could not detect default resource locations for test class [com.ssafy.vue.Ws04272ApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2022-05-25 11:21:34.388  INFO 21000 --- [           main] t.c.s.AnnotationConfigContextLoaderUtils : Could not detect default configuration classes for test class [com.ssafy.vue.Ws04272ApplicationTests]: Ws04272ApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2022-05-25 11:21:34.388  INFO 21000 --- [           main] .b.t.c.SpringBootTestContextBootstrapper : Found @SpringBootConfiguration com.ssafy.vue.VueApiApplication for test class com.ssafy.vue.Ws04272ApplicationTests
2022-05-25 11:21:34.389  INFO 21000 --- [           main] .b.t.c.SpringBootTestContextBootstrapper : Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2022-05-25 11:21:34.389  INFO 21000 --- [           main] .b.t.c.SpringBootTestContextBootstrapper : Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@5158a9f7, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7c8f047a, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@4387d2f4, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@1dbff71c, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@93ce24d, org.springframework.test.context.support.DirtiesContextTestExecutionListener@d949bc4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@7079f8f0, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@121cf6f4, org.springframework.test.context.event.EventPublishingTestExecutionListener@7cdc4070, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@553fbe94, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@6abe62bb, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@1f60824e, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@1218e12, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@29c25bbc, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@30704f85]
2022-05-25 11:21:34.393  INFO 21000 --- [           main] .b.t.c.SpringBootTestContextBootstrapper : Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.ssafy.vue.BoardTest], using SpringBootContextLoader
2022-05-25 11:21:34.393  INFO 21000 --- [           main] o.s.t.c.support.AbstractContextLoader    : Could not detect default resource locations for test class [com.ssafy.vue.BoardTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2022-05-25 11:21:34.393  INFO 21000 --- [           main] t.c.s.AnnotationConfigContextLoaderUtils : Could not detect default configuration classes for test class [com.ssafy.vue.BoardTest]: BoardTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2022-05-25 11:21:34.394  INFO 21000 --- [           main] .b.t.c.SpringBootTestContextBootstrapper : Found @SpringBootConfiguration com.ssafy.vue.VueApiApplication for test class com.ssafy.vue.BoardTest
2022-05-25 11:21:34.394  INFO 21000 --- [           main] .b.t.c.SpringBootTestContextBootstrapper : Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2022-05-25 11:21:34.395  INFO 21000 --- [           main] .b.t.c.SpringBootTestContextBootstrapper : Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2b99c937, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@26c59348, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@1de12397, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2f5f5bc9, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@4aeaff64, org.springframework.test.context.support.DirtiesContextTestExecutionListener@403f7aa2, org.springframework.test.context.transaction.TransactionalTestExecutionListener@545604a9, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@1029cf9, org.springframework.test.context.event.EventPublishingTestExecutionListener@1c0e4262, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@27dfd12b, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@4348fa35, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@563843f1, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@38cb1606, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@61c4cebd, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@655909e2]
2022-05-25 11:21:34.397  INFO 21000 --- [           main] o.s.t.c.transaction.TransactionContext   : Began transaction (1) for test context [DefaultTestContext@34e25492 testClass = BoardTest, testInstance = com.ssafy.vue.BoardTest@32f308c6, testMethod = dislikeTest@BoardTest, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@5f2b9da8 testClass = BoardTest, locations = '{}', classes = '{class com.ssafy.vue.VueApiApplication}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@32910148, org.springframework.boot.test.json.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer@fd07cbb, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.web.client.TestRestTemplateContextCustomizer@236e3f4e, org.springframework.boot.test.autoconfigure.actuate.metrics.MetricsExportContextCustomizerFactory$DisableMetricExportContextCustomizer@87a85e1, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@44a7bfbc, org.springframework.boot.test.context.SpringBootTestArgs@1, org.springframework.boot.test.context.SpringBootTestWebEnvironment@7823a2f9], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]], attributes = map['org.springframework.test.context.web.ServletTestExecutionListener.activateListener' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.populatedRequestContextHolder' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.resetRequestContextHolder' -> true, 'org.springframework.test.context.event.ApplicationEventsTestExecutionListener.recordApplicationEvents' -> false]]; transaction manager [org.springframework.jdbc.support.JdbcTransactionManager@52433946]; rollback [true]
2022-05-25 11:21:34.406  INFO 21000 --- [           main] o.s.t.c.transaction.TransactionContext   : Rolled back transaction for test: [DefaultTestContext@34e25492 testClass = BoardTest, testInstance = com.ssafy.vue.BoardTest@32f308c6, testMethod = dislikeTest@BoardTest, testException = org.opentest4j.AssertionFailedError: expected: <true> but was: <false>, mergedContextConfiguration = [WebMergedContextConfiguration@5f2b9da8 testClass = BoardTest, locations = '{}', classes = '{class com.ssafy.vue.VueApiApplication}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@32910148, org.springframework.boot.test.json.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer@fd07cbb, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.web.client.TestRestTemplateContextCustomizer@236e3f4e, org.springframework.boot.test.autoconfigure.actuate.metrics.MetricsExportContextCustomizerFactory$DisableMetricExportContextCustomizer@87a85e1, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@44a7bfbc, org.springframework.boot.test.context.SpringBootTestArgs@1, org.springframework.boot.test.context.SpringBootTestWebEnvironment@7823a2f9], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]], attributes = map['org.springframework.test.context.web.ServletTestExecutionListener.activateListener' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.populatedRequestContextHolder' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.resetRequestContextHolder' -> true, 'org.springframework.test.context.event.ApplicationEventsTestExecutionListener.recordApplicationEvents' -> false]]
